Year,State,Sex,Name,Number
1981,NM,girl,Jennifer,299
1981,NM,boy,Michael,381
1982,NM,girl,Jennifer,365
1982,NM,boy,Michael,406
1983,NM,boy,Christopher,398
1983,NM,girl,Jennifer,319
1984,NM,boy,Christopher,384
1984,NM,girl,Jessica,307
1985,NM,boy,Christopher,412
1985,NM,girl,Jessica,290
1986,NM,boy,Christopher,350
1986,NM,girl,Jessica,300
1987,NM,girl,Amanda,353
1987,NM,boy,Michael,375
1988,NM,girl,Amanda,326
1988,NM,boy,Michael,356
1989,NM,girl,Ashley,310
1989,NM,boy,Michael,381
1990,NM,girl,Jessica,276
1990,NM,boy,Michael,352
1991,NM,girl,Ashley,302
1991,NM,boy,Michael,319
1992,NM,girl,Ashley,248
1992,NM,boy,Michael,292
1993,NM,girl,Ashley,211
1993,NM,boy,Michael,265
1994,NM,girl,Jessica,186
1994,NM,boy,Michael,285
1995,NM,girl,Ashley,165
1995,NM,boy,Joshua,229
1996,NM,boy,Michael,217
1996,NM,girl,Samantha,156
1997,NM,girl,Ashley,133
1997,NM,boy,Joshua,226
1998,NM,girl,Ashley,145
1998,NM,boy,Michael,237
1999,NM,girl,Alexis,165
1999,NM,boy,Jacob,233
2000,NM,girl,Alexis,141
2000,NM,boy,Jacob,216
2001,NM,girl,Alexis,139
2001,NM,boy,Joshua,212
2002,NM,girl,Alexis,144
2002,NM,boy,Joshua,187
2003,NM,girl,Alexis,118
2003,NM,girl,Alyssa,118
2003,NM,boy,Joshua,195
2004,NM,girl,Alyssa,112
2004,NM,girl,Isabella,112
2004,NM,boy,Jacob,178
2005,NM,girl,Alyssa,117
2005,NM,boy,Joshua,196
2006,NM,girl,Isabella,124
2006,NM,boy,Joshua,167
2007,NM,girl,Isabella,128
2007,NM,boy,Jacob,172
2008,NM,girl,Isabella,110
2008,NM,boy,Isaiah,175
1960,NV,girl,Lisa,66
1960,NV,boy,Robert,138
1961,NV,girl,Lisa,82
1961,NV,boy,Michael,154
1962,NV,girl,Lisa,91
1962,NV,boy,Michael,166
1963,NV,boy,John,168
1963,NV,girl,Lisa,121
1963,NV,boy,Michael,168
1964,NV,girl,Lisa,118
1964,NV,boy,Michael,207
1965,NV,girl,Lisa,113
1965,NV,boy,Michael,201
1966,NV,girl,Lisa,115
1966,NV,boy,Michael,189
1967,NV,girl,Lisa,102
1967,NV,boy,Michael,193
1968,NV,girl,Lisa,100
1968,NV,boy,Michael,191
1969,NV,boy,Michael,233
1969,NV,girl,Michelle,100
1970,NV,girl,Jennifer,137
1970,NV,boy,Michael,198
1971,NV,girl,Jennifer,184
1971,NV,boy,Michael,203
1972,NV,girl,Jennifer,205
1972,NV,boy,Michael,215
1973,NV,girl,Jennifer,187
1973,NV,boy,Michael,189
1974,NV,girl,Jennifer,158
1974,NV,boy,Michael,172
1975,NV,girl,Jennifer,182
1975,NV,boy,Michael,192
1976,NV,girl,Jennifer,204
1976,NV,boy,Michael,213
1977,NV,girl,Jennifer,215
1977,NV,boy,Michael,195
1978,NV,girl,Jennifer,196
1978,NV,boy,Michael,203
1979,NV,girl,Jennifer,223
1979,NV,boy,Michael,251
1980,NV,girl,Jennifer,224
1980,NV,boy,Michael,266
1981,NV,girl,Jennifer,204
1981,NV,boy,Michael,255
1982,NV,girl,Jennifer,218
1982,NV,boy,Michael,261
1983,NV,girl,Jennifer,209
1983,NV,boy,Michael,271
1984,NV,boy,Christopher,266
1984,NV,girl,Jennifer,208
1985,NV,girl,Jessica,202
1985,NV,boy,Michael,296
1986,NV,girl,Ashley,221
1986,NV,boy,Michael,273
1987,NV,boy,Christopher,268
1987,NV,girl,Jessica,234
1988,NV,girl,Jessica,268
1988,NV,boy,Michael,272
1989,NV,girl,Jessica,234
1989,NV,boy,Michael,318
1990,NV,girl,Ashley,263
1990,NV,boy,Michael,341
1991,NV,girl,Ashley,236
1991,NV,boy,Michael,326
1992,NV,girl,Jessica,242
1992,NV,boy,Michael,270
1993,NV,girl,Ashley,227
1993,NV,boy,Michael,251
1994,NV,girl,Jessica,224
1994,NV,boy,Michael,259
1995,NV,girl,Jessica,173
1995,NV,boy,Michael,219
1996,NV,boy,Brandon,225
1996,NV,girl,Jessica,161
1996,NV,boy,Michael,225
1997,NV,boy,Michael,250
1997,NV,girl,Taylor,154
1998,NV,girl,Jessica,163
1998,NV,boy,Michael,251
1999,NV,boy,Jacob,228
1999,NV,girl,Samantha,147
2000,NV,girl,Emily,161
2000,NV,boy,Jacob,234
2001,NV,boy,Anthony,256
2001,NV,girl,Emily,172
2002,NV,boy,Anthony,237
2002,NV,girl,Emily,167
2003,NV,boy,Anthony,237
2003,NV,girl,Emily,186
2004,NV,boy,Anthony,252
2004,NV,girl,Ashley,156
2005,NV,boy,Anthony,223
2005,NV,girl,Emily,182
2005,NV,boy,Jacob,223
2006,NV,boy,Anthony,277
2006,NV,girl,Emily,184
2007,NV,boy,Anthony,252
2007,NV,girl,Emily,160
2008,NV,boy,Anthony,241
2008,NV,girl,Emily,166
2008,NV,girl,Isabella,166
1960,NY,girl,Mary,4630
1960,NY,boy,Michael,8931
1961,NY,girl,Mary,4424
1961,NY,boy,Michael,9054
1962,NY,girl,Lisa,4037
1962,NY,boy,Michael,8859
1963,NY,girl,Lisa,5135
1963,NY,boy,Michael,9246
1964,NY,boy,John,8895
1964,NY,girl,Lisa,4964
1965,NY,girl,Lisa,5614
1965,NY,boy,Michael,8676
1966,NY,girl,Lisa,5139
1966,NY,boy,Michael,8545
1967,NY,girl,Lisa,4816
1967,NY,boy,Michael,8194
1968,NY,girl,Lisa,4431
1968,NY,boy,Michael,7907
1969,NY,girl,Lisa,4075
1969,NY,boy,Michael,7998
1970,NY,girl,Jennifer,4201
1970,NY,boy,Michael,7952
1971,NY,girl,Jennifer,4968
1971,NY,boy,Michael,6841
1972,NY,girl,Jennifer,5518
1972,NY,boy,Michael,6256
1973,NY,girl,Jennifer,4956
1973,NY,boy,Michael,5735
1974,NY,girl,Jennifer,4915
1974,NY,boy,Michael,5877
1975,NY,girl,Jennifer,4150
1975,NY,boy,Michael,6031
1976,NY,girl,Jennifer,4253
1976,NY,boy,Michael,5917
1977,NY,girl,Jennifer,3983
1977,NY,boy,Michael,6002
1978,NY,girl,Jennifer,3742
1978,NY,boy,Michael,5846
1979,NY,girl,Jennifer,3638
1979,NY,boy,Michael,5765
1980,NY,girl,Jennifer,3808
1980,NY,boy,Michael,5792
1981,NY,girl,Jennifer,3833
1981,NY,boy,Michael,5985
1982,NY,girl,Jennifer,3767
1982,NY,boy,Michael,5839
1983,NY,girl,Jennifer,3880
1983,NY,boy,Michael,5960
1984,NY,girl,Jennifer,3816
1984,NY,boy,Michael,5877
1985,NY,girl,Jessica,3238
1985,NY,boy,Michael,5844
1986,NY,girl,Jessica,3528
1986,NY,boy,Michael,5772
1987,NY,girl,Jessica,3792
1987,NY,boy,Michael,5726
1988,NY,girl,Jessica,3260
1988,NY,boy,Michael,6037
1989,NY,girl,Jessica,2959
1989,NY,boy,Michael,6080
1990,NY,girl,Jessica,2906
1990,NY,boy,Michael,6157
1991,NY,girl,Ashley,2729
1991,NY,boy,Michael,5645
1992,NY,girl,Ashley,2513
1992,NY,boy,Michael,5203
1993,NY,girl,Ashley,2448
1993,NY,boy,Michael,4688
1994,NY,girl,Ashley,2215
1994,NY,boy,Michael,4166
1995,NY,girl,Ashley,2055
1995,NY,boy,Michael,3909
1996,NY,girl,Ashley,1891
1996,NY,boy,Michael,3556
1997,NY,boy,Michael,3457
1997,NY,girl,Samantha,1685
1998,NY,boy,Michael,3402
1998,NY,girl,Samantha,1688
1999,NY,girl,Emily,1850
1999,NY,boy,Michael,3097
2000,NY,girl,Emily,1719
2000,NY,boy,Michael,2888
2001,NY,girl,Emily,1574
2001,NY,boy,Michael,2758
2002,NY,girl,Emily,1555
2002,NY,boy,Michael,2579
2003,NY,girl,Emily,1629
2003,NY,boy,Michael,2452
2004,NY,girl,Emily,1590
2004,NY,boy,Michael,2350
2005,NY,girl,Emily,1443
2005,NY,boy,Michael,2084
2006,NY,girl,Emily,1315
2006,NY,boy,Michael,1974
2007,NY,girl,Isabella,1421
2007,NY,boy,Michael,1928
2008,NY,girl,Isabella,1275
2008,NY,boy,Michael,1732
1960,OH,boy,David,5288
1960,OH,girl,Mary,2903
1961,OH,boy,David,5175
1961,OH,girl,Mary,2568
1962,OH,boy,David,4912
1962,OH,girl,Lisa,2568
1963,OH,boy,David,4712
1963,OH,girl,Lisa,3226
1964,OH,girl,Lisa,3164
1964,OH,boy,Michael,4583
1965,OH,girl,Lisa,3521
1965,OH,boy,Michael,4300
1966,OH,girl,Lisa,3325
1966,OH,boy,Michael,4522
1967,OH,girl,Lisa,3165
1967,OH,boy,Michael,4559
1968,OH,girl,Lisa,2866
1968,OH,boy,Michael,4632
1969,OH,girl,Lisa,2621
1969,OH,boy,Michael,4755
1970,OH,girl,Jennifer,2856
1970,OH,boy,Michael,4914
1971,OH,girl,Jennifer,3358
1971,OH,boy,Michael,4367
1972,OH,girl,Jennifer,3580
1972,OH,boy,Michael,3942
1973,OH,girl,Jennifer,3542
1973,OH,boy,Michael,3897
1974,OH,girl,Jennifer,3446
1974,OH,boy,Michael,3808
1975,OH,girl,Jennifer,3195
1975,OH,boy,Michael,3906
1976,OH,girl,Jennifer,3235
1976,OH,boy,Michael,3713
1977,OH,girl,Jennifer,3095
1977,OH,boy,Michael,3638
1978,OH,girl,Jennifer,3038
1978,OH,boy,Michael,3640
1979,OH,girl,Jennifer,3021
1979,OH,boy,Michael,3773
1980,OH,girl,Jennifer,3094
1980,OH,boy,Michael,3708
1981,OH,girl,Jennifer,3065
1981,OH,boy,Michael,3608
1982,OH,girl,Jennifer,2927
1982,OH,boy,Michael,3526
1983,OH,girl,Jennifer,2586
1983,OH,boy,Michael,3288
1984,OH,girl,Ashley,2266
1984,OH,boy,Michael,3238
1985,OH,girl,Ashley,2628
1985,OH,boy,Michael,3022
1986,OH,girl,Ashley,2644
1986,OH,boy,Michael,3002
1987,OH,girl,Ashley,2974
1987,OH,boy,Michael,2865
1988,OH,girl,Ashley,2602
1988,OH,boy,Michael,2826
1989,OH,girl,Ashley,2375
1989,OH,boy,Michael,2894
1990,OH,girl,Ashley,2319
1990,OH,boy,Michael,2936
1991,OH,girl,Ashley,2213
1991,OH,boy,Michael,2791
1992,OH,girl,Ashley,1815
1992,OH,boy,Michael,2427
1993,OH,girl,Ashley,1610
1993,OH,boy,Michael,2150
1994,OH,girl,Ashley,1371
1994,OH,boy,Michael,1922
1995,OH,girl,Emily,1309
1995,OH,boy,Jacob,1967
1996,OH,girl,Emily,1290
1996,OH,boy,Jacob,1948
1997,OH,girl,Emily,1293
1997,OH,boy,Jacob,2035
1998,OH,girl,Emily,1193
1998,OH,boy,Jacob,2100
1999,OH,girl,Hannah,1188
1999,OH,boy,Jacob,2051
2000,OH,girl,Hannah,1190
2000,OH,boy,Jacob,1881
2001,OH,boy,Jacob,1754
2001,OH,girl,Madison,1252
2002,OH,boy,Jacob,1583
2002,OH,girl,Madison,1211
2003,OH,girl,Emma,1175
2003,OH,boy,Jacob,1476
2004,OH,girl,Emma,1053
2004,OH,boy,Jacob,1301
2005,OH,girl,Emma,1053
2005,OH,boy,Jacob,1178
2006,OH,girl,Emma,907
2006,OH,boy,Jacob,1045
2007,OH,girl,Ava,909
2007,OH,boy,Jacob,1007
2008,OH,girl,Ava,858
2008,OH,boy,Jacob,939
1960,OK,boy,David,1007
1960,OK,girl,Mary,469
1961,OK,boy,David,911
1961,OK,girl,Lisa,531
1962,OK,boy,David,950
1962,OK,girl,Lisa,506
1963,OK,boy,David,821
1963,OK,girl,Lisa,591
1964,OK,boy,David,841
1964,OK,girl,Lisa,578
1965,OK,girl,Lisa,592
1965,OK,boy,Michael,767
1966,OK,girl,Lisa,544
1966,OK,boy,Michael,748
1967,OK,girl,Lisa,470
1967,OK,boy,Michael,847
1968,OK,girl,Lisa,448
1968,OK,boy,Michael,880
1969,OK,girl,Lisa,439
1969,OK,boy,Michael,908
1970,OK,girl,Kimberly,460
1970,OK,boy,Michael,1031
1971,OK,girl,Jennifer,525
1971,OK,boy,Michael,928
1972,OK,girl,Jennifer,638
1972,OK,boy,Michael,927
1973,OK,girl,Jennifer,649
1973,OK,boy,Michael,855
1974,OK,girl,Jennifer,755
1974,OK,boy,Michael,882
1975,OK,girl,Jennifer,760
1975,OK,boy,Michael,854
1976,OK,girl,Jennifer,780
1976,OK,boy,Michael,865
1977,OK,girl,Jennifer,790
1977,OK,boy,Michael,841
1978,OK,girl,Jennifer,794
1978,OK,boy,Michael,834
1979,OK,girl,Jennifer,827
1979,OK,boy,Michael,825
1980,OK,girl,Jennifer,882
1980,OK,boy,Michael,872
1981,OK,girl,Jennifer,869
1981,OK,boy,Michael,822
1982,OK,boy,Christopher,979
1982,OK,girl,Jennifer,981
1983,OK,boy,Christopher,1019
1983,OK,girl,Jennifer,971
1984,OK,boy,Christopher,966
1984,OK,girl,Jennifer,798
1985,OK,girl,Ashley,746
1985,OK,boy,Christopher,907
1986,OK,girl,Ashley,759
1986,OK,boy,Christopher,845
1987,OK,girl,Ashley,745
1987,OK,boy,Michael,676
1988,OK,girl,Jessica,652
1988,OK,boy,Joshua,697
1989,OK,girl,Ashley,623
1989,OK,boy,Joshua,646
1990,OK,girl,Jessica,596
1990,OK,boy,Joshua,598
1991,OK,girl,Ashley,577
1991,OK,boy,Joshua,575
1992,OK,girl,Ashley,497
1992,OK,boy,Michael,512
1993,OK,girl,Ashley,426
1993,OK,boy,Joshua,486
1994,OK,girl,Ashley,388
1994,OK,boy,Tyler,487
1995,OK,girl,Jessica,311
1995,OK,boy,Tyler,471
1996,OK,girl,Madison,319
1996,OK,boy,Tyler,420
1997,OK,boy,Jacob,521
1997,OK,girl,Taylor,310
1998,OK,girl,Hannah,337
1998,OK,boy,Jacob,486
1999,OK,boy,Jacob,502
1999,OK,girl,Madison,317
2000,OK,boy,Jacob,467
2000,OK,girl,Madison,329
2001,OK,boy,Jacob,455
2001,OK,girl,Madison,384
2002,OK,boy,Jacob,435
2002,OK,girl,Madison,357
2003,OK,girl,Emily,310
2003,OK,boy,Jacob,395
2004,OK,boy,Jacob,374
2004,OK,girl,Madison,330
2005,OK,girl,Emma,279
2005,OK,boy,Jacob,328
2006,OK,girl,Emma,281
2006,OK,boy,Jacob,344
2007,OK,girl,Emma,261
2007,OK,boy,Ethan,324
2008,OK,girl,Emma,277
2008,OK,boy,Ethan,263
1960,OR,boy,David,855
1960,OR,girl,Susan,379
1961,OR,boy,David,809
1961,OR,girl,Lisa,374
1962,OR,boy,David,734
1962,OR,girl,Lisa,368
1963,OR,boy,David,753
1963,OR,girl,Lisa,433
1964,OR,boy,David,711
1964,OR,girl,Lisa,423
1965,OR,girl,Lisa,419
1965,OR,boy,Michael,697
1966,OR,girl,Lisa,435
1966,OR,boy,Michael,680
1967,OR,girl,Lisa,405
1967,OR,boy,Michael,743
1968,OR,girl,Lisa,427
1968,OR,boy,Michael,697
1969,OR,boy,Michael,785
1969,OR,girl,Michelle,377
1970,OR,girl,Jennifer,486
1970,OR,boy,Michael,813
1971,OR,girl,Jennifer,583
1971,OR,boy,Michael,678
1972,OR,boy,Jason,699
1972,OR,girl,Jennifer,725
1973,OR,boy,Jason,715
1973,OR,girl,Jennifer,685
1974,OR,boy,Jason,769
1974,OR,girl,Jennifer,745
1975,OR,boy,Jason,658
1975,OR,girl,Jennifer,683
1976,OR,boy,Jason,652
1976,OR,girl,Jennifer,720
1977,OR,girl,Jennifer,726
1977,OR,boy,Michael,621
1978,OR,girl,Jennifer,694
1978,OR,boy,Michael,646
1979,OR,girl,Jennifer,724
1979,OR,boy,Michael,674
1980,OR,girl,Jennifer,764
1980,OR,boy,Michael,702
1981,OR,girl,Jennifer,661
1981,OR,boy,Michael,687
1982,OR,boy,Christopher,694
1982,OR,girl,Jennifer,569
1983,OR,girl,Jennifer,566
1983,OR,boy,Michael,688
1984,OR,girl,Jennifer,562
1984,OR,boy,Michael,682
1985,OR,boy,Christopher,627
1985,OR,girl,Jessica,528
1986,OR,girl,Jessica,518
1986,OR,boy,Michael,608
1987,OR,girl,Ashley,593
1987,OR,boy,Michael,583
1988,OR,girl,Jessica,537
1988,OR,boy,Michael,657
1989,OR,girl,Ashley,503
1989,OR,boy,Michael,608
1990,OR,girl,Jessica,493
1990,OR,boy,Michael,580
1991,OR,girl,Ashley,489
1991,OR,boy,Michael,528
1992,OR,girl,Jessica,446
1992,OR,boy,Michael,474
1993,OR,girl,Jessica,393
1993,OR,boy,Tyler,468
1994,OR,girl,Jessica,358
1994,OR,boy,Tyler,473
1995,OR,boy,Jacob,470
1995,OR,girl,Jessica,316
1996,OR,girl,Emily,321
1996,OR,boy,Jacob,463
1997,OR,girl,Emily,375
1997,OR,boy,Jacob,469
1998,OR,girl,Emily,348
1998,OR,boy,Jacob,495
1999,OR,girl,Emily,321
1999,OR,boy,Jacob,457
2000,OR,girl,Emily,312
2000,OR,boy,Jacob,446
2001,OR,girl,Emily,295
2001,OR,boy,Jacob,389
2002,OR,girl,Emily,278
2002,OR,boy,Jacob,339
2003,OR,girl,Emma,290
2003,OR,boy,Jacob,331
2004,OR,girl,Emily,296
2004,OR,boy,Jacob,290
2005,OR,girl,Emma,282
2005,OR,boy,Jacob,290
2006,OR,girl,Emma,253
2006,OR,boy,Jacob,288
2007,OR,girl,Emma,244
2007,OR,boy,Jacob,255
2008,OR,boy,Ethan,229
2008,OR,girl,Olivia,242
1960,PA,boy,John,5832
1960,PA,girl,Mary,3295
1961,PA,boy,John,5871
1961,PA,girl,Mary,3033
1962,PA,boy,John,5685
1962,PA,girl,Lisa,3187
1963,PA,boy,John,5740
1963,PA,girl,Lisa,3860
1964,PA,boy,John,5662
1964,PA,girl,Lisa,3625
1965,PA,girl,Lisa,3771
1965,PA,boy,Michael,5279
1966,PA,girl,Lisa,3648
1966,PA,boy,Michael,5243
1967,PA,girl,Lisa,3355
1967,PA,boy,Michael,5051
1968,PA,girl,Lisa,3199
1968,PA,boy,Michael,4986
1969,PA,girl,Lisa,2816
1969,PA,boy,Michael,5121
1970,PA,girl,Jennifer,2959
1970,PA,boy,Michael,5155
1971,PA,girl,Jennifer,3656
1971,PA,boy,Michael,4676
1972,PA,girl,Jennifer,3975
1972,PA,boy,Michael,4181
1973,PA,girl,Jennifer,3830
1973,PA,boy,Michael,4068
1974,PA,girl,Jennifer,3720
1974,PA,boy,Michael,4114
1975,PA,girl,Jennifer,3429
1975,PA,boy,Michael,4020
1976,PA,girl,Jennifer,3342
1976,PA,boy,Michael,4156
1977,PA,girl,Jennifer,3228
1977,PA,boy,Michael,4206
1978,PA,girl,Jennifer,3073
1978,PA,boy,Michael,4090
1979,PA,girl,Jennifer,2989
1979,PA,boy,Michael,4075
1980,PA,girl,Jennifer,3036
1980,PA,boy,Michael,4025
1981,PA,girl,Jennifer,2816
1981,PA,boy,Michael,4028
1982,PA,girl,Jennifer,2797
1982,PA,boy,Michael,3971
1983,PA,girl,Jennifer,2573
1983,PA,boy,Michael,3801
1984,PA,girl,Jennifer,2230
1984,PA,boy,Michael,3731
1985,PA,girl,Ashley,2180
1985,PA,boy,Michael,3577
1986,PA,girl,Ashley,2396
1986,PA,boy,Michael,3630
1987,PA,girl,Ashley,2558
1987,PA,boy,Michael,3462
1988,PA,girl,Ashley,2300
1988,PA,boy,Michael,3440
1989,PA,girl,Ashley,2124
1989,PA,boy,Michael,3505
1990,PA,girl,Ashley,1986
1990,PA,boy,Michael,3448
1991,PA,girl,Ashley,1960
1991,PA,boy,Michael,3082
1992,PA,girl,Ashley,1660
1992,PA,boy,Michael,2761
1993,PA,girl,Ashley,1460
1993,PA,boy,Michael,2708
1994,PA,girl,Emily,1351
1994,PA,boy,Michael,2350
1995,PA,girl,Emily,1266
1995,PA,boy,Michael,2121
1996,PA,girl,Emily,1306
1996,PA,boy,Michael,1950
1997,PA,girl,Emily,1301
1997,PA,boy,Michael,1794
1998,PA,girl,Emily,1371
1998,PA,boy,Michael,1804
1999,PA,girl,Emily,1240
1999,PA,boy,Michael,1644
2000,PA,girl,Emily,1174
2000,PA,boy,Michael,1489
2001,PA,girl,Emily,1118
2001,PA,boy,Michael,1437
2002,PA,girl,Emily,1153
2002,PA,boy,Michael,1349
2003,PA,girl,Emily,1137
2003,PA,boy,Michael,1284
2004,PA,girl,Emily,1021
2004,PA,boy,Michael,1238
2005,PA,girl,Emily,889
2005,PA,boy,Michael,1109
2006,PA,girl,Ava,870
2006,PA,boy,Jacob,1069
2007,PA,girl,Ava,990
2007,PA,boy,Michael,1019
2008,PA,girl,Ava,904
2008,PA,boy,Michael,919
1960,RI,girl,Donna,333
1960,RI,boy,Michael,566
1961,RI,boy,Michael,568
1961,RI,girl,Susan,292
1962,RI,boy,Michael,594
1962,RI,girl,Susan,268
1963,RI,girl,Lisa,373
1963,RI,boy,Michael,527
1964,RI,girl,Lisa,392
1964,RI,boy,Michael,599
1965,RI,girl,Lisa,377
1965,RI,boy,Michael,498
1966,RI,girl,Lisa,393
1966,RI,boy,Michael,522
1967,RI,girl,Lisa,369
1967,RI,boy,Michael,556
1968,RI,girl,Lisa,340
1968,RI,boy,Michael,514
1969,RI,girl,Lisa,276
1969,RI,boy,Michael,540
1970,RI,girl,Jennifer,246
1970,RI,boy,Michael,482
1971,RI,girl,Jennifer,345
1971,RI,boy,Michael,410
1972,RI,girl,Jennifer,339
1972,RI,boy,Michael,404
1973,RI,girl,Jennifer,326
1973,RI,boy,Michael,358
1974,RI,girl,Jennifer,308
1974,RI,boy,Michael,334
1975,RI,girl,Jennifer,270
1975,RI,boy,Michael,342
1976,RI,girl,Jennifer,298
1976,RI,boy,Michael,360
1977,RI,girl,Jennifer,280
1977,RI,boy,Michael,368
1978,RI,girl,Jennifer,283
1978,RI,boy,Michael,412
1979,RI,girl,Jennifer,229
1979,RI,boy,Michael,391
1980,RI,girl,Jennifer,229
1980,RI,boy,Michael,344
1981,RI,girl,Jessica,238
1981,RI,boy,Michael,373
1982,RI,girl,Jessica,233
1982,RI,boy,Michael,362
1983,RI,girl,Jennifer,226
1983,RI,boy,Michael,363
1984,RI,girl,Jennifer,226
1984,RI,boy,Michael,356
1985,RI,girl,Amanda,199
1985,RI,boy,Michael,345
1986,RI,girl,Ashley,212
1986,RI,boy,Michael,365
1987,RI,girl,Ashley,247
1987,RI,boy,Michael,315
1988,RI,girl,Amanda,237
1988,RI,boy,Michael,383
1989,RI,girl,Amanda,238
1989,RI,boy,Michael,328
1990,RI,girl,Ashley,192
1990,RI,boy,Michael,359
1991,RI,girl,Amanda,189
1991,RI,boy,Michael,339
1992,RI,girl,Ashley,151
1992,RI,boy,Michael,302
1993,RI,girl,Ashley,134
1993,RI,boy,Michael,266
1994,RI,girl,Ashley,134
1994,RI,boy,Michael,220
1995,RI,boy,Michael,194
1995,RI,girl,Samantha,111
1996,RI,girl,Emily,112
1996,RI,boy,Nicholas,200
1997,RI,girl,Emily,108
1997,RI,boy,Michael,184
1998,RI,girl,Emily,122
1998,RI,boy,Matthew,200
1999,RI,girl,Emily,105
1999,RI,boy,Matthew,163
2000,RI,girl,Emily,122
2000,RI,boy,Matthew,150
2001,RI,girl,Emily,105
2001,RI,boy,Michael,140
2002,RI,girl,Madison,110
2002,RI,boy,Nicholas,138
2003,RI,girl,Emily,114
2003,RI,boy,Michael,150
2004,RI,girl,Emily,118
2004,RI,boy,Michael,115
2005,RI,boy,Michael,119
2005,RI,girl,Olivia,97
2006,RI,girl,Isabella,100
2006,RI,boy,Ryan,101
2007,RI,boy,Michael,97
2007,RI,girl,Sophia,94
2008,RI,girl,Ava,94
2008,RI,boy,Michael,89
1960,SC,boy,James,1509
1960,SC,girl,Mary,805
1961,SC,boy,James,1467
1961,SC,girl,Mary,749
1962,SC,boy,James,1378
1962,SC,girl,Mary,715
1963,SC,boy,James,1434
1963,SC,girl,Mary,643
1964,SC,boy,James,1449
1964,SC,girl,Mary,617
1965,SC,boy,James,1306
1965,SC,girl,Lisa,700
1966,SC,boy,James,1300
1966,SC,girl,Lisa,703
1967,SC,boy,James,1192
1967,SC,girl,Lisa,615
1968,SC,boy,James,1168
1968,SC,girl,Lisa,645
1969,SC,boy,James,1172
1969,SC,girl,Lisa,549
1970,SC,girl,Angela,562
1970,SC,boy,James,1258
1971,SC,girl,Angela,593
1971,SC,boy,James,1077
1972,SC,girl,Angela,589
1972,SC,boy,James,1029
1973,SC,boy,James,935
1973,SC,girl,Jennifer,653
1974,SC,boy,James,926
1974,SC,girl,Jennifer,727
1975,SC,girl,Jennifer,597
1975,SC,boy,Michael,882
1976,SC,boy,James,826
1976,SC,girl,Jennifer,669
1977,SC,boy,James,825
1977,SC,girl,Jennifer,651
1978,SC,boy,James,845
1978,SC,girl,Jennifer,635
1979,SC,boy,James,857
1979,SC,girl,Jennifer,619
1980,SC,boy,James,768
1980,SC,girl,Jennifer,677
1981,SC,boy,James,765
1981,SC,girl,Jennifer,744
1982,SC,boy,Christopher,852
1982,SC,girl,Jennifer,763
1983,SC,girl,Ashley,719
1983,SC,boy,Christopher,874
1984,SC,girl,Ashley,776
1984,SC,boy,Christopher,903
1985,SC,girl,Ashley,860
1985,SC,boy,Christopher,906
1986,SC,girl,Ashley,837
1986,SC,boy,Christopher,879
1987,SC,girl,Ashley,906
1987,SC,boy,Christopher,808
1988,SC,boy,Christopher,830
1988,SC,girl,Jessica,789
1989,SC,girl,Brittany,1018
1989,SC,boy,Christopher,850
1990,SC,girl,Brittany,883
1990,SC,boy,Christopher,840
1991,SC,girl,Ashley,676
1991,SC,boy,Christopher,740
1992,SC,girl,Ashley,605
1992,SC,boy,Christopher,659
1993,SC,girl,Ashley,521
1993,SC,boy,Christopher,628
1994,SC,girl,Ashley,394
1994,SC,boy,Christopher,563
1995,SC,girl,Taylor,364
1995,SC,boy,William,510
1996,SC,boy,Christopher,492
1996,SC,girl,Taylor,349
1997,SC,girl,Hannah,321
1997,SC,boy,William,521
1998,SC,girl,Hannah,363
1998,SC,boy,William,528
1999,SC,girl,Hannah,358
1999,SC,boy,William,507
2000,SC,girl,Hannah,386
2000,SC,boy,William,551
2001,SC,girl,Madison,366
2001,SC,boy,William,531
2002,SC,girl,Madison,366
2002,SC,boy,William,533
2003,SC,girl,Madison,341
2003,SC,boy,William,470
2004,SC,girl,Madison,373
2004,SC,boy,William,499
2005,SC,girl,Emily,328
2005,SC,boy,William,433
2006,SC,girl,Madison,389
2006,SC,boy,William,439
2007,SC,girl,Madison,323
2007,SC,boy,William,403
2008,SC,girl,Madison,300
2008,SC,boy,William,452
1960,SD,boy,David,307
1960,SD,girl,Mary,217
1961,SD,boy,David,328
1961,SD,girl,Lori,211
1962,SD,boy,David,295
1962,SD,girl,Lori,184
1963,SD,girl,Lisa,206
1963,SD,boy,Michael,294
1964,SD,girl,Lisa,193
1964,SD,boy,Michael,287
1965,SD,girl,Lisa,272
1965,SD,boy,Michael,249
1966,SD,girl,Lisa,220
1966,SD,boy,Michael,255
1967,SD,girl,Lisa,191
1967,SD,boy,Michael,236
1968,SD,girl,Lisa,192
1968,SD,boy,Michael,233
1969,SD,girl,Lisa,153
1969,SD,boy,Michael,240
1970,SD,girl,Lisa,158
1970,SD,boy,Michael,236
1971,SD,girl,Jennifer,194
1971,SD,boy,Michael,203
1972,SD,boy,Jason,213
1972,SD,girl,Jennifer,207
1973,SD,boy,Jason,251
1973,SD,girl,Jennifer,247
1974,SD,boy,Jason,249
1974,SD,girl,Jennifer,221
1975,SD,boy,Jason,233
1975,SD,girl,Jennifer,220
1976,SD,boy,Jason,261
1976,SD,girl,Jennifer,220
1977,SD,boy,Jason,233
